video_id,video_path,category,binary_label,compression,split,original_fps,num_frames
id1_0007,Celeb-real/id1_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,328
id1_0008,Celeb-real/id1_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,519
id1_0009,Celeb-real/id1_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,412
id20_0000,Celeb-real/id20_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,315
id20_0001,Celeb-real/id20_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,306
id20_0002,Celeb-real/id20_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,311
id20_0003,Celeb-real/id20_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,337
id20_0004,Celeb-real/id20_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,325
id20_0005,Celeb-real/id20_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,324
id20_0006,Celeb-real/id20_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,328
id20_0007,Celeb-real/id20_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,347
id20_0008,Celeb-real/id20_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,338
id20_0009,Celeb-real/id20_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,334
id21_0000,Celeb-real/id21_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,234
id21_0001,Celeb-real/id21_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,262
id21_0002,Celeb-real/id21_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,334
id21_0003,Celeb-real/id21_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,178
id21_0004,Celeb-real/id21_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,225
id21_0005,Celeb-real/id21_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,165
id21_0006,Celeb-real/id21_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,359
id21_0007,Celeb-real/id21_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,317
id21_0008,Celeb-real/id21_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,322
id21_0009,Celeb-real/id21_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,319
id22_0000,Celeb-real/id22_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,199
id22_0001,Celeb-real/id22_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,310
id22_0002,Celeb-real/id22_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,283
id22_0003,Celeb-real/id22_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,273
id22_0004,Celeb-real/id22_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,312
id22_0005,Celeb-real/id22_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,365
id22_0006,Celeb-real/id22_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,333
id22_0007,Celeb-real/id22_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,333
id22_0008,Celeb-real/id22_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,325
id22_0009,Celeb-real/id22_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,332
id23_0000,Celeb-real/id23_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,318
id23_0001,Celeb-real/id23_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,309
id23_0002,Celeb-real/id23_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,319
id23_0003,Celeb-real/id23_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,186
id23_0004,Celeb-real/id23_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,307
id23_0005,Celeb-real/id23_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,308
id23_0006,Celeb-real/id23_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,314
id23_0007,Celeb-real/id23_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,306
id23_0008,Celeb-real/id23_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,308
id23_0009,Celeb-real/id23_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,316
id24_0000,Celeb-real/id24_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,292
id24_0001,Celeb-real/id24_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,315
id24_0002,Celeb-real/id24_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,317
id24_0003,Celeb-real/id24_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,319
id24_0004,Celeb-real/id24_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,321
id24_0005,Celeb-real/id24_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,337
id24_0006,Celeb-real/id24_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,339
id24_0007,Celeb-real/id24_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,308
id24_0008,Celeb-real/id24_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,323
id24_0009,Celeb-real/id24_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,310
id25_0000,Celeb-real/id25_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,243
id25_0001,Celeb-real/id25_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,342
id25_0002,Celeb-real/id25_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,341
id25_0003,Celeb-real/id25_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,250
id25_0004,Celeb-real/id25_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,327
id25_0005,Celeb-real/id25_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,309
id25_0006,Celeb-real/id25_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,315
id25_0007,Celeb-real/id25_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,321
id25_0008,Celeb-real/id25_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,323
id25_0009,Celeb-real/id25_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,315
id25_0010,Celeb-real/id25_0010.mp4,Celeb-real,1,celeb-dc,test,30.0,355
id26_0000,Celeb-real/id26_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,327
id26_0001,Celeb-real/id26_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,320
id26_0002,Celeb-real/id26_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,322
id26_0003,Celeb-real/id26_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,249
id26_0004,Celeb-real/id26_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,350
id26_0005,Celeb-real/id26_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,336
id26_0006,Celeb-real/id26_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,307
id26_0007,Celeb-real/id26_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,338
id26_0008,Celeb-real/id26_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,318
id26_0009,Celeb-real/id26_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,334
id27_0000,Celeb-real/id27_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,317
id27_0001,Celeb-real/id27_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,288
id27_0002,Celeb-real/id27_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,340
id27_0003,Celeb-real/id27_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,283
id27_0004,Celeb-real/id27_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,307
id27_0005,Celeb-real/id27_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,1
id27_0006,Celeb-real/id27_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,295
id27_0007,Celeb-real/id27_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,331
id27_0008,Celeb-real/id27_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,331
id27_0009,Celeb-real/id27_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,311
id28_0000,Celeb-real/id28_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,330
id28_0001,Celeb-real/id28_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,333
id28_0002,Celeb-real/id28_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,310
id28_0003,Celeb-real/id28_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,332
id28_0004,Celeb-real/id28_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,311
id28_0005,Celeb-real/id28_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,332
id28_0006,Celeb-real/id28_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,323
id28_0007,Celeb-real/id28_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,301
id28_0008,Celeb-real/id28_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,342
id28_0009,Celeb-real/id28_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,331
id29_0000,Celeb-real/id29_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,429
id29_0001,Celeb-real/id29_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,310
id29_0002,Celeb-real/id29_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,434
id29_0003,Celeb-real/id29_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,344
id29_0004,Celeb-real/id29_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,364
id29_0005,Celeb-real/id29_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,468
id29_0006,Celeb-real/id29_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,472
id29_0007,Celeb-real/id29_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,306
id29_0008,Celeb-real/id29_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,450
id29_0009,Celeb-real/id29_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,474
id2_0000,Celeb-real/id2_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,445
id2_0001,Celeb-real/id2_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,376
id2_0002,Celeb-real/id2_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,361
id2_0003,Celeb-real/id2_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,383
id2_0004,Celeb-real/id2_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,425
id2_0005,Celeb-real/id2_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,307
id2_0006,Celeb-real/id2_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,380
id2_0007,Celeb-real/id2_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,470
id2_0008,Celeb-real/id2_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,516
id2_0009,Celeb-real/id2_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,322
id30_0000,Celeb-real/id30_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,504
id30_0001,Celeb-real/id30_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,451
id30_0002,Celeb-real/id30_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,465
id30_0003,Celeb-real/id30_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,470
id30_0004,Celeb-real/id30_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,404
id30_0005,Celeb-real/id30_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,448
id30_0006,Celeb-real/id30_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,366
id30_0007,Celeb-real/id30_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,456
id30_0008,Celeb-real/id30_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,497
id30_0009,Celeb-real/id30_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,479
id31_0000,Celeb-real/id31_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,423
id31_0001,Celeb-real/id31_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,369
id31_0002,Celeb-real/id31_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,485
id31_0003,Celeb-real/id31_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,467
id31_0004,Celeb-real/id31_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,465
id31_0005,Celeb-real/id31_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,349
id31_0006,Celeb-real/id31_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,365
id31_0007,Celeb-real/id31_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,455
id31_0008,Celeb-real/id31_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,461
id31_0009,Celeb-real/id31_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,475
id32_0000,Celeb-real/id32_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,516
id32_0001,Celeb-real/id32_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,571
id32_0002,Celeb-real/id32_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,494
id32_0003,Celeb-real/id32_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,448
id32_0004,Celeb-real/id32_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,428
id32_0005,Celeb-real/id32_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,431
id32_0006,Celeb-real/id32_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,464
id32_0007,Celeb-real/id32_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,457
id32_0008,Celeb-real/id32_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,473
id32_0009,Celeb-real/id32_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,479
id33_0000,Celeb-real/id33_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,441
id33_0001,Celeb-real/id33_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,446
id33_0002,Celeb-real/id33_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,452
id33_0003,Celeb-real/id33_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,490
id33_0004,Celeb-real/id33_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,417
id33_0005,Celeb-real/id33_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,376
id33_0006,Celeb-real/id33_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,266
id33_0007,Celeb-real/id33_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,503
id33_0008,Celeb-real/id33_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,504
id33_0009,Celeb-real/id33_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,455
id34_0000,Celeb-real/id34_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,480
id34_0001,Celeb-real/id34_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,419
id34_0002,Celeb-real/id34_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,322
id34_0003,Celeb-real/id34_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,394
id34_0004,Celeb-real/id34_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,472
id34_0005,Celeb-real/id34_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,478
id34_0006,Celeb-real/id34_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,441
id34_0007,Celeb-real/id34_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,470
id34_0008,Celeb-real/id34_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,516
id34_0009,Celeb-real/id34_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,485
id35_0000,Celeb-real/id35_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,487
id35_0001,Celeb-real/id35_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,508
id35_0002,Celeb-real/id35_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,380
id35_0003,Celeb-real/id35_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,454
id35_0004,Celeb-real/id35_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,256
id35_0005,Celeb-real/id35_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,295
id35_0006,Celeb-real/id35_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,228
id35_0007,Celeb-real/id35_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,399
id35_0008,Celeb-real/id35_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,209
id35_0009,Celeb-real/id35_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,321
id36_0000,Celeb-real/id36_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,416
id36_0001,Celeb-real/id36_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,427
id36_0002,Celeb-real/id36_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,456
id36_0003,Celeb-real/id36_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,448
id36_0004,Celeb-real/id36_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,468
id36_0005,Celeb-real/id36_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,478
id36_0006,Celeb-real/id36_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,470
id36_0007,Celeb-real/id36_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,482
id36_0008,Celeb-real/id36_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,463
id36_0009,Celeb-real/id36_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,307
id37_0000,Celeb-real/id37_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,502
id37_0001,Celeb-real/id37_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,290
id37_0002,Celeb-real/id37_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,458
id37_0003,Celeb-real/id37_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,353
id37_0004,Celeb-real/id37_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,370
id37_0005,Celeb-real/id37_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,458
id37_0006,Celeb-real/id37_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,454
id37_0007,Celeb-real/id37_0007.mp4,Celeb-real,1,celeb-dc,test,30.0,473
id37_0008,Celeb-real/id37_0008.mp4,Celeb-real,1,celeb-dc,test,30.0,483
id37_0009,Celeb-real/id37_0009.mp4,Celeb-real,1,celeb-dc,test,30.0,473
id38_0000,Celeb-real/id38_0000.mp4,Celeb-real,1,celeb-dc,test,30.0,466
id38_0001,Celeb-real/id38_0001.mp4,Celeb-real,1,celeb-dc,test,30.0,261
id38_0002,Celeb-real/id38_0002.mp4,Celeb-real,1,celeb-dc,test,30.0,301
id38_0003,Celeb-real/id38_0003.mp4,Celeb-real,1,celeb-dc,test,30.0,475
id38_0004,Celeb-real/id38_0004.mp4,Celeb-real,1,celeb-dc,test,30.0,457
id38_0005,Celeb-real/id38_0005.mp4,Celeb-real,1,celeb-dc,test,30.0,459
id38_0006,Celeb-real/id38_0006.mp4,Celeb-real,1,celeb-dc,test,30.0,467
