video_id,video_path,category,binary_label,compression,split,original_fps,num_frames
01_11__secret_conversation__4OJNJLOO,DeepFakeDetection/01_11__secret_conversation__4OJNJLOO.mp4,DeepFakeDetection,1,c23,train,24.0,901
01_11__talking_against_wall__4OJNJLOO,DeepFakeDetection/01_11__talking_against_wall__4OJNJLOO.mp4,DeepFakeDetection,1,c23,train,24.0,839
01_11__talking_against_wall__9229VVZ3,DeepFakeDetection/01_11__talking_against_wall__9229VVZ3.mp4,DeepFakeDetection,1,c23,train,24.0,843
01_11__talking_against_wall__UQ0BOBNO,DeepFakeDetection/01_11__talking_against_wall__UQ0BOBNO.mp4,DeepFakeDetection,1,c23,train,24.0,842
01_11__walking_outside_cafe_disgusted__FAFWDR4W,DeepFakeDetection/01_11__walking_outside_cafe_disgusted__FAFWDR4W.mp4,DeepFakeDetection,1,c23,train,24.0,240
01_12__outside_talking_pan_laughing__TNI7KUZ6,DeepFakeDetection/01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4,DeepFakeDetection,1,c23,train,24.0,292
01_12__outside_talking_still_laughing__TNI7KUZ6,DeepFakeDetection/01_12__outside_talking_still_laughing__TNI7KUZ6.mp4,DeepFakeDetection,1,c23,train,24.0,361
01_15__exit_phone_room__02HILKYO,DeepFakeDetection/01_15__exit_phone_room__02HILKYO.mp4,DeepFakeDetection,1,c23,train,24.0,208
01_15__kitchen_still__02HILKYO,DeepFakeDetection/01_15__kitchen_still__02HILKYO.mp4,DeepFakeDetection,1,c23,train,24.0,551
01_15__meeting_serious__02HILKYO,DeepFakeDetection/01_15__meeting_serious__02HILKYO.mp4,DeepFakeDetection,1,c23,train,24.0,1045
01_15__outside_talking_pan_laughing__02HILKYO,DeepFakeDetection/01_15__outside_talking_pan_laughing__02HILKYO.mp4,DeepFakeDetection,1,c23,train,24.0,510
01_20__hugging_happy__FW94AIMJ,DeepFakeDetection/01_20__hugging_happy__FW94AIMJ.mp4,DeepFakeDetection,1,c23,train,24.0,540
01_20__kitchen_pan__6UBMLXK3,DeepFakeDetection/01_20__kitchen_pan__6UBMLXK3.mp4,DeepFakeDetection,1,c23,train,24.0,471
01_20__outside_talking_pan_laughing__OTGHOG4Z,DeepFakeDetection/01_20__outside_talking_pan_laughing__OTGHOG4Z.mp4,DeepFakeDetection,1,c23,train,24.0,504
01_20__outside_talking_still_laughing__FW94AIMJ,DeepFakeDetection/01_20__outside_talking_still_laughing__FW94AIMJ.mp4,DeepFakeDetection,1,c23,train,24.0,727
01_20__walk_down_hall_angry__FW94AIMJ,DeepFakeDetection/01_20__walk_down_hall_angry__FW94AIMJ.mp4,DeepFakeDetection,1,c23,train,24.0,225
01_21__talking_angry_couch__03X7CELV,DeepFakeDetection/01_21__talking_angry_couch__03X7CELV.mp4,DeepFakeDetection,1,c23,train,24.0,1466
01_21__walk_down_hall_angry__03X7CELV,DeepFakeDetection/01_21__walk_down_hall_angry__03X7CELV.mp4,DeepFakeDetection,1,c23,train,24.0,225
01_26__outside_talking_pan_laughing__ZMEJ535O,DeepFakeDetection/01_26__outside_talking_pan_laughing__ZMEJ535O.mp4,DeepFakeDetection,1,c23,test,24.0,472
01_27__hugging_happy__ZYCZ30C0,DeepFakeDetection/01_27__hugging_happy__ZYCZ30C0.mp4,DeepFakeDetection,1,c23,train,24.0,596
01_27__meeting_serious__ZYCZ30C0,DeepFakeDetection/01_27__meeting_serious__ZYCZ30C0.mp4,DeepFakeDetection,1,c23,train,24.0,1045
01_27__outside_talking_pan_laughing__S2YCUY48,DeepFakeDetection/01_27__outside_talking_pan_laughing__S2YCUY48.mp4,DeepFakeDetection,1,c23,train,24.0,511
01_27__outside_talking_still_laughing__ZYCZ30C0,DeepFakeDetection/01_27__outside_talking_still_laughing__ZYCZ30C0.mp4,DeepFakeDetection,1,c23,train,24.0,737
01_27__walking_outside_cafe_disgusted__ZYCZ30C0,DeepFakeDetection/01_27__walking_outside_cafe_disgusted__ZYCZ30C0.mp4,DeepFakeDetection,1,c23,train,24.0,225
02_01__outside_talking_still_laughing__YVGY8LOK,DeepFakeDetection/02_01__outside_talking_still_laughing__YVGY8LOK.mp4,DeepFakeDetection,1,c23,train,24.0,810
02_01__secret_conversation__YVGY8LOK,DeepFakeDetection/02_01__secret_conversation__YVGY8LOK.mp4,DeepFakeDetection,1,c23,train,24.0,641
02_01__walking_down_indoor_hall_disgust__YVGY8LOK,DeepFakeDetection/02_01__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,DeepFakeDetection,1,c23,train,24.0,821
02_01__walking_outside_cafe_disgusted__YVGY8LOK,DeepFakeDetection/02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4,DeepFakeDetection,1,c23,train,24.0,499
02_03__walking_down_street_outside_angry__QH3Y0IG0,DeepFakeDetection/02_03__walking_down_street_outside_angry__QH3Y0IG0.mp4,DeepFakeDetection,1,c23,train,24.0,458
02_03__walking_outside_cafe_disgusted__QH3Y0IG0,DeepFakeDetection/02_03__walking_outside_cafe_disgusted__QH3Y0IG0.mp4,DeepFakeDetection,1,c23,train,24.0,499
02_04__podium_speech_happy__8CH7R4LW,DeepFakeDetection/02_04__podium_speech_happy__8CH7R4LW.mp4,DeepFakeDetection,1,c23,train,24.0,1075
02_06__exit_phone_room__HZAXM70B,DeepFakeDetection/02_06__exit_phone_room__HZAXM70B.mp4,DeepFakeDetection,1,c23,train,24.0,261
02_06__podium_speech_happy__N8OSN8P6,DeepFakeDetection/02_06__podium_speech_happy__N8OSN8P6.mp4,DeepFakeDetection,1,c23,train,24.0,1076
02_06__podium_speech_happy__SU4OQCS9,DeepFakeDetection/02_06__podium_speech_happy__SU4OQCS9.mp4,DeepFakeDetection,1,c23,train,24.0,1076
02_06__talking_angry_couch__GH8TGTBS,DeepFakeDetection/02_06__talking_angry_couch__GH8TGTBS.mp4,DeepFakeDetection,1,c23,train,24.0,1278
02_06__talking_angry_couch__J1W9R0NG,DeepFakeDetection/02_06__talking_angry_couch__J1W9R0NG.mp4,DeepFakeDetection,1,c23,train,24.0,1269
02_06__talking_angry_couch__MKZTXQ2T,DeepFakeDetection/02_06__talking_angry_couch__MKZTXQ2T.mp4,DeepFakeDetection,1,c23,train,24.0,1279
02_06__walk_down_hall_angry__0M6JNS5D,DeepFakeDetection/02_06__walk_down_hall_angry__0M6JNS5D.mp4,DeepFakeDetection,1,c23,train,24.0,227
02_06__walking_and_outside_surprised__N8OSN8P6,DeepFakeDetection/02_06__walking_and_outside_surprised__N8OSN8P6.mp4,DeepFakeDetection,1,c23,train,24.0,792
02_06__walking_down_indoor_hall_disgust__U6MDWIHG,DeepFakeDetection/02_06__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,DeepFakeDetection,1,c23,train,24.0,821
02_07__exit_phone_room__9NVRE2KQ,DeepFakeDetection/02_07__exit_phone_room__9NVRE2KQ.mp4,DeepFakeDetection,1,c23,train,24.0,273
02_07__hugging_happy__1JCLEEBQ,DeepFakeDetection/02_07__hugging_happy__1JCLEEBQ.mp4,DeepFakeDetection,1,c23,train,24.0,678
02_07__meeting_serious__1JCLEEBQ,DeepFakeDetection/02_07__meeting_serious__1JCLEEBQ.mp4,DeepFakeDetection,1,c23,train,24.0,985
02_07__outside_talking_pan_laughing__O4SXNLRL,DeepFakeDetection/02_07__outside_talking_pan_laughing__O4SXNLRL.mp4,DeepFakeDetection,1,c23,train,24.0,633
02_07__secret_conversation__0IYV5DQ5,DeepFakeDetection/02_07__secret_conversation__0IYV5DQ5.mp4,DeepFakeDetection,1,c23,train,24.0,648
02_07__walk_down_hall_angry__U7DEOZNV,DeepFakeDetection/02_07__walk_down_hall_angry__U7DEOZNV.mp4,DeepFakeDetection,1,c23,train,24.0,208
02_07__walking_and_outside_surprised__1VMZUH1W,DeepFakeDetection/02_07__walking_and_outside_surprised__1VMZUH1W.mp4,DeepFakeDetection,1,c23,train,24.0,991
02_07__walking_down_street_outside_angry__O4SXNLRL,DeepFakeDetection/02_07__walking_down_street_outside_angry__O4SXNLRL.mp4,DeepFakeDetection,1,c23,train,24.0,484
02_09__exit_phone_room__HIH8YA82,DeepFakeDetection/02_09__exit_phone_room__HIH8YA82.mp4,DeepFakeDetection,1,c23,train,24.0,265
02_09__kitchen_pan__9TDCEK1Q,DeepFakeDetection/02_09__kitchen_pan__9TDCEK1Q.mp4,DeepFakeDetection,1,c23,train,24.0,573
02_09__kitchen_pan__HIH8YA82,DeepFakeDetection/02_09__kitchen_pan__HIH8YA82.mp4,DeepFakeDetection,1,c23,train,24.0,576
02_09__outside_talking_pan_laughing__6KUOFMZW,DeepFakeDetection/02_09__outside_talking_pan_laughing__6KUOFMZW.mp4,DeepFakeDetection,1,c23,train,24.0,621
02_09__podium_speech_happy__9TDCEK1Q,DeepFakeDetection/02_09__podium_speech_happy__9TDCEK1Q.mp4,DeepFakeDetection,1,c23,train,24.0,1075
02_09__talking_angry_couch__6KUOFMZW,DeepFakeDetection/02_09__talking_angry_couch__6KUOFMZW.mp4,DeepFakeDetection,1,c23,train,24.0,1277
02_09__walk_down_hall_angry__6KUOFMZW,DeepFakeDetection/02_09__walk_down_hall_angry__6KUOFMZW.mp4,DeepFakeDetection,1,c23,train,24.0,208
02_09__walking_down_street_outside_angry__6KUOFMZW,DeepFakeDetection/02_09__walking_down_street_outside_angry__6KUOFMZW.mp4,DeepFakeDetection,1,c23,train,24.0,457
02_11__meeting_serious__NZJ1YEWE,DeepFakeDetection/02_11__meeting_serious__NZJ1YEWE.mp4,DeepFakeDetection,1,c23,test,24.0,985
02_12__podium_speech_happy__9D2ZHEKW,DeepFakeDetection/02_12__podium_speech_happy__9D2ZHEKW.mp4,DeepFakeDetection,1,c23,val,24.0,1058
02_12__walking_and_outside_surprised__9D2ZHEKW,DeepFakeDetection/02_12__walking_and_outside_surprised__9D2ZHEKW.mp4,DeepFakeDetection,1,c23,val,24.0,918
02_13__exit_phone_room__CP5HFV3K,DeepFakeDetection/02_13__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,1,c23,train,24.0,258
02_13__hugging_happy__PLNVLO74,DeepFakeDetection/02_13__hugging_happy__PLNVLO74.mp4,DeepFakeDetection,1,c23,train,24.0,677
02_13__kitchen_pan__2YSYT2N3,DeepFakeDetection/02_13__kitchen_pan__2YSYT2N3.mp4,DeepFakeDetection,1,c23,train,24.0,567
02_13__meeting_serious__CP5HFV3K,DeepFakeDetection/02_13__meeting_serious__CP5HFV3K.mp4,DeepFakeDetection,1,c23,train,24.0,985
02_13__outside_talking_pan_laughing__2YSYT2N3,DeepFakeDetection/02_13__outside_talking_pan_laughing__2YSYT2N3.mp4,DeepFakeDetection,1,c23,train,24.0,633
02_13__outside_talking_still_laughing__CP5HFV3K,DeepFakeDetection/02_13__outside_talking_still_laughing__CP5HFV3K.mp4,DeepFakeDetection,1,c23,train,24.0,812
02_13__podium_speech_happy__2YSYT2N3,DeepFakeDetection/02_13__podium_speech_happy__2YSYT2N3.mp4,DeepFakeDetection,1,c23,train,24.0,1075
02_13__secret_conversation__CP5HFV3K,DeepFakeDetection/02_13__secret_conversation__CP5HFV3K.mp4,DeepFakeDetection,1,c23,train,24.0,33
02_13__secret_conversation__PLNVLO74,DeepFakeDetection/02_13__secret_conversation__PLNVLO74.mp4,DeepFakeDetection,1,c23,train,24.0,640
02_13__walking_and_outside_surprised__CP5HFV3K,DeepFakeDetection/02_13__walking_and_outside_surprised__CP5HFV3K.mp4,DeepFakeDetection,1,c23,train,24.0,788
02_14__outside_talking_pan_laughing__3IUBEKCT,DeepFakeDetection/02_14__outside_talking_pan_laughing__3IUBEKCT.mp4,DeepFakeDetection,1,c23,val,24.0,634
02_15__exit_phone_room__I8G2LWD1,DeepFakeDetection/02_15__exit_phone_room__I8G2LWD1.mp4,DeepFakeDetection,1,c23,train,24.0,262
02_15__exit_phone_room__MZWH8ATN,DeepFakeDetection/02_15__exit_phone_room__MZWH8ATN.mp4,DeepFakeDetection,1,c23,train,24.0,259
02_15__hugging_happy__MZWH8ATN,DeepFakeDetection/02_15__hugging_happy__MZWH8ATN.mp4,DeepFakeDetection,1,c23,train,24.0,679
02_15__hugging_happy__XNJIS4S3,DeepFakeDetection/02_15__hugging_happy__XNJIS4S3.mp4,DeepFakeDetection,1,c23,train,24.0,678
02_15__kitchen_still__XNJIS4S3,DeepFakeDetection/02_15__kitchen_still__XNJIS4S3.mp4,DeepFakeDetection,1,c23,train,24.0,855
02_15__meeting_serious__MZWH8ATN,DeepFakeDetection/02_15__meeting_serious__MZWH8ATN.mp4,DeepFakeDetection,1,c23,train,24.0,985
02_15__outside_talking_pan_laughing__I8G2LWD1,DeepFakeDetection/02_15__outside_talking_pan_laughing__I8G2LWD1.mp4,DeepFakeDetection,1,c23,train,24.0,632
02_15__outside_talking_pan_laughing__SB6PMCO0,DeepFakeDetection/02_15__outside_talking_pan_laughing__SB6PMCO0.mp4,DeepFakeDetection,1,c23,train,24.0,627
02_15__podium_speech_happy__MZWH8ATN,DeepFakeDetection/02_15__podium_speech_happy__MZWH8ATN.mp4,DeepFakeDetection,1,c23,train,24.0,1076
02_15__secret_conversation__MZWH8ATN,DeepFakeDetection/02_15__secret_conversation__MZWH8ATN.mp4,DeepFakeDetection,1,c23,train,24.0,38
02_15__talking_against_wall__HTG660F8,DeepFakeDetection/02_15__talking_against_wall__HTG660F8.mp4,DeepFakeDetection,1,c23,train,24.0,990
02_15__talking_angry_couch__HTG660F8,DeepFakeDetection/02_15__talking_angry_couch__HTG660F8.mp4,DeepFakeDetection,1,c23,train,24.0,1280
02_15__talking_angry_couch__I8G2LWD1,DeepFakeDetection/02_15__talking_angry_couch__I8G2LWD1.mp4,DeepFakeDetection,1,c23,train,24.0,1278
02_15__walk_down_hall_angry__TN2CWM3K,DeepFakeDetection/02_15__walk_down_hall_angry__TN2CWM3K.mp4,DeepFakeDetection,1,c23,train,24.0,208
02_15__walking_and_outside_surprised__HTG660F8,DeepFakeDetection/02_15__walking_and_outside_surprised__HTG660F8.mp4,DeepFakeDetection,1,c23,train,24.0,995
02_15__walking_and_outside_surprised__I8G2LWD1,DeepFakeDetection/02_15__walking_and_outside_surprised__I8G2LWD1.mp4,DeepFakeDetection,1,c23,train,24.0,982
02_15__walking_and_outside_surprised__MZWH8ATN,DeepFakeDetection/02_15__walking_and_outside_surprised__MZWH8ATN.mp4,DeepFakeDetection,1,c23,train,24.0,776
02_15__walking_outside_cafe_disgusted__MZWH8ATN,DeepFakeDetection/02_15__walking_outside_cafe_disgusted__MZWH8ATN.mp4,DeepFakeDetection,1,c23,train,24.0,517
02_18__exit_phone_room__OXMEEFUQ,DeepFakeDetection/02_18__exit_phone_room__OXMEEFUQ.mp4,DeepFakeDetection,1,c23,train,24.0,259
02_18__outside_talking_pan_laughing__OXMEEFUQ,DeepFakeDetection/02_18__outside_talking_pan_laughing__OXMEEFUQ.mp4,DeepFakeDetection,1,c23,train,24.0,637
02_18__secret_conversation__B95S4G6F,DeepFakeDetection/02_18__secret_conversation__B95S4G6F.mp4,DeepFakeDetection,1,c23,train,24.0,632
02_18__walk_down_hall_angry__B95S4G6F,DeepFakeDetection/02_18__walk_down_hall_angry__B95S4G6F.mp4,DeepFakeDetection,1,c23,train,24.0,227
02_18__walking_down_street_outside_angry__21JTDDEL,DeepFakeDetection/02_18__walking_down_street_outside_angry__21JTDDEL.mp4,DeepFakeDetection,1,c23,train,24.0,458
02_21__kitchen_pan__Z0XHPQAR,DeepFakeDetection/02_21__kitchen_pan__Z0XHPQAR.mp4,DeepFakeDetection,1,c23,test,24.0,574
02_21__talking_angry_couch__Z0XHPQAR,DeepFakeDetection/02_21__talking_angry_couch__Z0XHPQAR.mp4,DeepFakeDetection,1,c23,test,24.0,1269
02_25__talking_against_wall__Z7FQ69VP,DeepFakeDetection/02_25__talking_against_wall__Z7FQ69VP.mp4,DeepFakeDetection,1,c23,val,24.0,990
02_27__hugging_happy__GVFLSZD5,DeepFakeDetection/02_27__hugging_happy__GVFLSZD5.mp4,DeepFakeDetection,1,c23,train,24.0,685
02_27__walk_down_hall_angry__78M8S6M6,DeepFakeDetection/02_27__walk_down_hall_angry__78M8S6M6.mp4,DeepFakeDetection,1,c23,train,24.0,208
02_27__walking_down_indoor_hall_disgust__YQX5Z8GN,DeepFakeDetection/02_27__walking_down_indoor_hall_disgust__YQX5Z8GN.mp4,DeepFakeDetection,1,c23,train,24.0,821
02_27__walking_down_street_outside_angry__3L1MLH3D,DeepFakeDetection/02_27__walking_down_street_outside_angry__3L1MLH3D.mp4,DeepFakeDetection,1,c23,train,24.0,514
03_01__meeting_serious__JZUXXFRB,DeepFakeDetection/03_01__meeting_serious__JZUXXFRB.mp4,DeepFakeDetection,1,c23,train,24.0,959
03_01__outside_talking_still_laughing__JZUXXFRB,DeepFakeDetection/03_01__outside_talking_still_laughing__JZUXXFRB.mp4,DeepFakeDetection,1,c23,train,24.0,939
03_01__podium_speech_happy__JZUXXFRB,DeepFakeDetection/03_01__podium_speech_happy__JZUXXFRB.mp4,DeepFakeDetection,1,c23,train,24.0,839
03_01__walking_and_outside_surprised__JZUXXFRB,DeepFakeDetection/03_01__walking_and_outside_surprised__JZUXXFRB.mp4,DeepFakeDetection,1,c23,train,24.0,1082
03_02__secret_conversation__GYX5OFTD,DeepFakeDetection/03_02__secret_conversation__GYX5OFTD.mp4,DeepFakeDetection,1,c23,val,24.0,18
03_04__outside_talking_pan_laughing__T04P6ELC,DeepFakeDetection/03_04__outside_talking_pan_laughing__T04P6ELC.mp4,DeepFakeDetection,1,c23,val,24.0,713
03_04__talking_angry_couch__T04P6ELC,DeepFakeDetection/03_04__talking_angry_couch__T04P6ELC.mp4,DeepFakeDetection,1,c23,val,24.0,1453
03_06__exit_phone_room__1IXGY2FK,DeepFakeDetection/03_06__exit_phone_room__1IXGY2FK.mp4,DeepFakeDetection,1,c23,train,24.0,530
03_06__hugging_happy__2XWC5JED,DeepFakeDetection/03_06__hugging_happy__2XWC5JED.mp4,DeepFakeDetection,1,c23,train,24.0,814
03_06__meeting_serious__83ABVHC3,DeepFakeDetection/03_06__meeting_serious__83ABVHC3.mp4,DeepFakeDetection,1,c23,train,24.0,960
03_06__podium_speech_happy__83ABVHC3,DeepFakeDetection/03_06__podium_speech_happy__83ABVHC3.mp4,DeepFakeDetection,1,c23,train,24.0,839
03_07__exit_phone_room__6PHZRQ4H,DeepFakeDetection/03_07__exit_phone_room__6PHZRQ4H.mp4,DeepFakeDetection,1,c23,train,24.0,543
03_07__hugging_happy__BKLOCI1M,DeepFakeDetection/03_07__hugging_happy__BKLOCI1M.mp4,DeepFakeDetection,1,c23,train,24.0,815
03_07__kitchen_pan__WPT3Z2KN,DeepFakeDetection/03_07__kitchen_pan__WPT3Z2KN.mp4,DeepFakeDetection,1,c23,train,24.0,533
03_07__talking_against_wall__PWXXULHR,DeepFakeDetection/03_07__talking_against_wall__PWXXULHR.mp4,DeepFakeDetection,1,c23,train,24.0,910
03_07__walk_down_hall_angry__6PHZRQ4H,DeepFakeDetection/03_07__walk_down_hall_angry__6PHZRQ4H.mp4,DeepFakeDetection,1,c23,train,24.0,446
03_07__walk_down_hall_angry__IFSURI9X,DeepFakeDetection/03_07__walk_down_hall_angry__IFSURI9X.mp4,DeepFakeDetection,1,c23,train,24.0,446
03_07__walking_down_indoor_hall_disgust__PWXXULHR,DeepFakeDetection/03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,DeepFakeDetection,1,c23,train,24.0,974
03_07__walking_outside_cafe_disgusted__CDSNLDQ8,DeepFakeDetection/03_07__walking_outside_cafe_disgusted__CDSNLDQ8.mp4,DeepFakeDetection,1,c23,train,24.0,650
03_07__walking_outside_cafe_disgusted__IFSURI9X,DeepFakeDetection/03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4,DeepFakeDetection,1,c23,train,24.0,664
03_07__walking_outside_cafe_disgusted__PWXXULHR,DeepFakeDetection/03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,DeepFakeDetection,1,c23,train,24.0,711
03_09__kitchen_pan__8DTEGQ54,DeepFakeDetection/03_09__kitchen_pan__8DTEGQ54.mp4,DeepFakeDetection,1,c23,train,24.0,533
03_09__outside_talking_still_laughing__RCETIXYL,DeepFakeDetection/03_09__outside_talking_still_laughing__RCETIXYL.mp4,DeepFakeDetection,1,c23,train,24.0,940
03_09__secret_conversation__RCETIXYL,DeepFakeDetection/03_09__secret_conversation__RCETIXYL.mp4,DeepFakeDetection,1,c23,train,24.0,795
03_11__exit_phone_room__P08VGHTA,DeepFakeDetection/03_11__exit_phone_room__P08VGHTA.mp4,DeepFakeDetection,1,c23,val,24.0,532
03_11__talking_against_wall__P08VGHTA,DeepFakeDetection/03_11__talking_against_wall__P08VGHTA.mp4,DeepFakeDetection,1,c23,val,24.0,910
03_11__walk_down_hall_angry__P08VGHTA,DeepFakeDetection/03_11__walk_down_hall_angry__P08VGHTA.mp4,DeepFakeDetection,1,c23,val,24.0,437
03_13__exit_phone_room__GBYWJW06,DeepFakeDetection/03_13__exit_phone_room__GBYWJW06.mp4,DeepFakeDetection,1,c23,train,24.0,532
03_13__kitchen_pan__GBYWJW06,DeepFakeDetection/03_13__kitchen_pan__GBYWJW06.mp4,DeepFakeDetection,1,c23,train,24.0,533
03_13__meeting_serious__GBYWJW06,DeepFakeDetection/03_13__meeting_serious__GBYWJW06.mp4,DeepFakeDetection,1,c23,train,24.0,958
03_13__meeting_serious__T3MZOI8X,DeepFakeDetection/03_13__meeting_serious__T3MZOI8X.mp4,DeepFakeDetection,1,c23,train,24.0,960
03_13__outside_talking_still_laughing__GBYWJW06,DeepFakeDetection/03_13__outside_talking_still_laughing__GBYWJW06.mp4,DeepFakeDetection,1,c23,train,24.0,940
03_13__talking_against_wall__GBYWJW06,DeepFakeDetection/03_13__talking_against_wall__GBYWJW06.mp4,DeepFakeDetection,1,c23,train,24.0,910
03_14__exit_phone_room__H0VQHGS3,DeepFakeDetection/03_14__exit_phone_room__H0VQHGS3.mp4,DeepFakeDetection,1,c23,train,24.0,529
03_14__meeting_serious__KJ221YN0,DeepFakeDetection/03_14__meeting_serious__KJ221YN0.mp4,DeepFakeDetection,1,c23,train,24.0,960
03_14__meeting_serious__PLCQJM81,DeepFakeDetection/03_14__meeting_serious__PLCQJM81.mp4,DeepFakeDetection,1,c23,train,24.0,960
03_14__podium_speech_happy__Q9NSXM88,DeepFakeDetection/03_14__podium_speech_happy__Q9NSXM88.mp4,DeepFakeDetection,1,c23,train,24.0,839
03_14__talking_against_wall__ZC2KYASW,DeepFakeDetection/03_14__talking_against_wall__ZC2KYASW.mp4,DeepFakeDetection,1,c23,train,24.0,910
03_14__walk_down_hall_angry__P1L5PF4I,DeepFakeDetection/03_14__walk_down_hall_angry__P1L5PF4I.mp4,DeepFakeDetection,1,c23,train,24.0,456
03_14__walking_down_indoor_hall_disgust__KJ221YN0,DeepFakeDetection/03_14__walking_down_indoor_hall_disgust__KJ221YN0.mp4,DeepFakeDetection,1,c23,train,24.0,1455
03_14__walking_down_street_outside_angry__H0VQHGS3,DeepFakeDetection/03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,DeepFakeDetection,1,c23,train,24.0,943
03_15__kitchen_pan__AIOM1U5V,DeepFakeDetection/03_15__kitchen_pan__AIOM1U5V.mp4,DeepFakeDetection,1,c23,train,24.0,534
03_15__kitchen_pan__DNUJD8M2,DeepFakeDetection/03_15__kitchen_pan__DNUJD8M2.mp4,DeepFakeDetection,1,c23,train,24.0,533
03_15__meeting_serious__DNUJD8M2,DeepFakeDetection/03_15__meeting_serious__DNUJD8M2.mp4,DeepFakeDetection,1,c23,train,24.0,960
03_15__meeting_serious__OY4I7ZU8,DeepFakeDetection/03_15__meeting_serious__OY4I7ZU8.mp4,DeepFakeDetection,1,c23,train,24.0,960
03_15__outside_talking_pan_laughing__Y11NT1YX,DeepFakeDetection/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,DeepFakeDetection,1,c23,train,24.0,713
03_15__outside_talking_still_laughing__DNUJD8M2,DeepFakeDetection/03_15__outside_talking_still_laughing__DNUJD8M2.mp4,DeepFakeDetection,1,c23,train,24.0,943
03_15__podium_speech_happy__DG8ITQO3,DeepFakeDetection/03_15__podium_speech_happy__DG8ITQO3.mp4,DeepFakeDetection,1,c23,train,24.0,839
03_18__kitchen_pan__22UBC0BS,DeepFakeDetection/03_18__kitchen_pan__22UBC0BS.mp4,DeepFakeDetection,1,c23,test,24.0,533
03_18__walking_and_outside_surprised__8HNSXOBW,DeepFakeDetection/03_18__walking_and_outside_surprised__8HNSXOBW.mp4,DeepFakeDetection,1,c23,test,24.0,764
