key,video_id,frame_path,category,video_name,label,binary_label,split,frame_number,original_frame_index,timestamp,video_fps,extraction_fps,width,height,face_detected,num_faces,face_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_source,landmarks,alignment_mode,crop_scale,align_status,crop_status,crop_x1,crop_y1,crop_x2,crop_y2,crop_size,crop_source,aligned_width,aligned_height,aligned_size,align_canvas_width,align_canvas_height,align_canvas_size,affine_matrix,image_format,detect_every_k
original/007/007_frame_00010,original/007,original/007_frame_00010.jpg,original,007,real,1,train,10,50,2.0,25.0,5,600,480,1,1,0.998337,322,89,398,190,detected,"{'left_eye': [376.9283142089844, 131.24473571777344], 'right_eye': [341.8285827636719, 130.1797637939453], 'nose': [357.15283203125, 149.86436462402344], 'mouth_left': [370.8490295410156, 167.8932342529297], 'mouth_right': [344.29010009765625, 166.74859619140625]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.8089681101538315, -3.1684272266668807, 355.7057054736572], [3.1684272266668807, 0.8089681101538315, -1035.0788161332155]]",.jpg,5
original/007/007_frame_00011,original/007,original/007_frame_00011.jpg,original,007,real,1,train,11,55,2.2,25.0,5,600,480,1,1,0.998337,322,89,398,188,interpolated,"{'left_eye': [376.46197509765625, 129.7206588745117], 'right_eye': [341.59924316406256, 129.00625915527345], 'nose': [356.88753051757817, 147.8352508544922], 'mouth_left': [370.78267211914067, 166.13258056640626], 'mouth_right': [344.21635742187505, 165.29573669433594]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.783086344333456, -3.201082380760262, 364.6617097904627], [3.201082380760262, 0.783086344333456, -1040.9653738382315]]",.jpg,5
original/007/007_frame_00012,original/007,original/007_frame_00012.jpg,original,007,real,1,train,12,60,2.4,25.0,5,600,480,1,1,0.998337,322,89,397,187,interpolated,"{'left_eye': [375.9956359863281, 128.19658203125], 'right_eye': [341.3699035644531, 127.83275451660157], 'nose': [356.6222290039062, 145.80613708496094], 'mouth_left': [370.7163146972656, 164.3719268798828], 'mouth_right': [344.1426147460937, 163.84287719726564]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.7558106604069371, -3.232407518747668, 373.80238432069115], [3.232407518747668, 0.7558106604069371, -1046.2479771606806]]",.jpg,5
original/007/007_frame_00013,original/007,original/007_frame_00013.jpg,original,007,real,1,train,13,65,2.6,25.0,5,600,480,1,1,0.998337,323,90,397,185,interpolated,"{'left_eye': [375.529296875, 126.67250518798828], 'right_eye': [341.14056396484375, 126.6592498779297], 'nose': [356.3569274902344, 143.7770233154297], 'mouth_left': [370.64995727539065, 162.61127319335938], 'mouth_right': [344.0688720703125, 162.3900177001953]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.7271327833029606, -3.262267876427515, 383.11697727905346], [3.262267876427515, 0.7271327833029606, -1050.885236721499]]",.jpg,5
original/007/007_frame_00014,original/007,original/007_frame_00014.jpg,original,007,real,1,train,14,70,2.8,25.0,5,600,480,1,1,0.998337,323,90,396,184,interpolated,"{'left_eye': [375.0629577636719, 125.14842834472657], 'right_eye': [340.9112243652344, 125.48574523925782], 'nose': [356.09162597656245, 141.74790954589844], 'mouth_left': [370.58359985351564, 160.85061950683593], 'mouth_right': [343.99512939453126, 160.937158203125]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.6970590678824822, -3.290529844444151, 392.59072502952154], [3.290529844444151, 0.6970590678824822, -1054.8381732237185]]",.jpg,5
original/007/007_frame_00015,original/007,original/007_frame_00015.jpg,original,007,real,1,train,15,75,3.0,25.0,5,600,480,1,1,0.998874,323,90,396,182,detected,"{'left_eye': [374.59661865234375, 123.62435150146484], 'right_eye': [340.681884765625, 124.31224060058594], 'nose': [355.8263244628906, 139.7187957763672], 'mouth_left': [370.5172424316406, 159.0899658203125], 'mouth_right': [343.92138671875, 159.4842987060547]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.6655939912380585, -3.3170562633152234, 402.209778262732], [3.3170562633152234, 0.6655939912380585, -1058.0665843588563]]",.jpg,5
original/007/007_frame_00016,original/007,original/007_frame_00016.jpg,original,007,real,1,train,16,80,3.2,25.0,5,600,480,1,1,0.998718,323,92,396,184,interpolated,"{'left_eye': [375.11517333984375, 126.92037963867188], 'right_eye': [340.86833496093755, 126.65757141113282], 'nose': [355.97211303710935, 143.6659362792969], 'mouth_left': [370.26098632812506, 162.2599334716797], 'mouth_right': [343.3795349121094, 161.91529846191406]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.7233619436539547, -3.2891410624118853, 388.0820952240081], [3.2891410624118853, 0.7233619436539547, -1058.6503547576083]]",.jpg,5
original/007/007_frame_00017,original/007,original/007_frame_00017.jpg,original,007,real,1,train,17,85,3.4,25.0,5,600,480,1,1,0.998718,323,94,396,187,interpolated,"{'left_eye': [375.63372802734375, 130.2164077758789], 'right_eye': [341.05478515625, 129.00290222167968], 'nose': [356.11790161132814, 147.61307678222656], 'mouth_left': [370.0047302246094, 165.42990112304688], 'mouth_right': [342.8376831054687, 164.34629821777344]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.7776329260098713, -3.2534844621479864, 373.8786742675433], [3.2534844621479864, 0.7776329260098713, -1056.3280058114904]]",.jpg,5
original/007/007_frame_00018,original/007,original/007_frame_00018.jpg,original,007,real,1,train,18,90,3.6,25.0,5,600,480,1,1,0.998718,323,97,395,189,interpolated,"{'left_eye': [376.15228271484375, 133.51243591308594], 'right_eye': [341.2412353515625, 131.34823303222657], 'nose': [356.26369018554686, 151.56021728515626], 'mouth_left': [369.74847412109375, 168.59986877441406], 'mouth_right': [342.29583129882815, 166.7772979736328]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.8281540411505317, -3.210710765255386, 359.7104244407213], [3.210710765255386, 0.8281540411505317, -1051.2499912569563]]",.jpg,5
original/007/007_frame_00019,original/007,original/007_frame_00019.jpg,original,007,real,1,train,19,95,3.8,25.0,5,600,480,1,1,0.998718,323,99,395,192,interpolated,"{'left_eye': [376.67083740234375, 136.80846405029297], 'right_eye': [341.42768554687495, 133.69356384277344], 'nose': [356.40947875976565, 155.50735778808593], 'mouth_left': [369.4922180175781, 171.76983642578125], 'mouth_right': [341.7539794921875, 169.2082977294922]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.8747379237954553, -3.1615053569632043, 345.6823009754778], [3.1615053569632043, 0.8747379237954553, -1043.5952117639113]]",.jpg,5
original/007/007_frame_00020,original/007,original/007_frame_00020.jpg,original,007,real,1,train,20,100,4.0,25.0,5,600,480,1,1,0.998718,323,101,395,194,detected,"{'left_eye': [377.18939208984375, 140.1044921875], 'right_eye': [341.6141357421875, 136.0388946533203], 'nose': [356.5552673339844, 159.45449829101562], 'mouth_left': [369.2359619140625, 174.93980407714844], 'mouth_right': [341.2121276855469, 171.63929748535156]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.9172746700337745, -3.1066048364210324, 331.8883448496237], [3.1066048364210324, 0.9172746700337745, -1033.5708745908673]]",.jpg,5
original/007/007_frame_00021,original/007,original/007_frame_00021.jpg,original,007,real,1,train,21,105,4.2,25.0,5,600,480,1,1,0.998718,323,99,396,194,interpolated,"{'left_eye': [378.01793212890624, 139.47915039062502], 'right_eye': [342.52931518554686, 135.3262939453125], 'nose': [357.66094360351565, 158.46221923828125], 'mouth_left': [370.23747558593755, 174.0741180419922], 'mouth_right': [342.01221313476566, 170.62603149414065]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.9086394278173001, -3.116066847858874, 332.85907903866035], [3.116066847858874, 0.9086394278173001, -1037.9441326996068]]",.jpg,5
original/007/007_frame_00022,original/007,original/007_frame_00022.jpg,original,007,real,1,train,22,110,4.4,25.0,5,600,480,1,1,0.998718,323,97,397,194,interpolated,"{'left_eye': [378.8464721679687, 138.85380859375], 'right_eye': [343.4444946289062, 134.6136932373047], 'nose': [358.76661987304686, 157.46994018554688], 'mouth_left': [371.2389892578125, 173.20843200683595], 'mouth_right': [342.81229858398433, 169.61276550292968]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.09555028492401899, 3.2637553164200344, -376.26287179489856], [-3.2637553164200344, 0.09555028492401899, 1376.211579118788]]",.jpg,5
original/007/007_frame_00023,original/007,original/007_frame_00023.jpg,original,007,real,1,train,23,115,4.6,25.0,5,600,480,1,1,0.998718,323,96,399,193,interpolated,"{'left_eye': [379.6750122070313, 138.228466796875], 'right_eye': [344.35967407226565, 133.90109252929688], 'nose': [359.87229614257814, 156.4776611328125], 'mouth_left': [372.2405029296875, 172.34274597167968], 'mouth_right': [343.61238403320317, 168.59949951171876]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.07516835200222743, 3.283945367334793, -369.2468749341582], [-3.283945367334793, 0.07516835200222743, 1389.7074545743988]]",.jpg,5
original/007/007_frame_00024,original/007,original/007_frame_00024.jpg,original,007,real,1,train,24,120,4.8,25.0,5,600,480,1,1,0.998718,323,94,400,193,interpolated,"{'left_eye': [380.5035522460937, 137.603125], 'right_eye': [345.27485351562495, 133.18849182128906], 'nose': [360.97797241210935, 155.48538208007812], 'mouth_left': [373.24201660156245, 171.47705993652343], 'mouth_right': [344.41246948242184, 167.58623352050782]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.05431882631544588, 3.303676365142926, -361.91853506204416], [-3.303676365142926, 0.05431882631544588, 1403.1099944492053]]",.jpg,5
original/007/007_frame_00025,original/007,original/007_frame_00025.jpg,original,007,real,1,train,25,125,5.0,25.0,5,600,480,1,1,0.99889,323,92,401,193,detected,"{'left_eye': [381.33209228515625, 136.977783203125], 'right_eye': [346.1900329589844, 132.47589111328125], 'nose': [362.0836486816406, 154.49310302734375], 'mouth_left': [374.2435302734375, 170.6113739013672], 'mouth_right': [345.2125549316406, 166.57296752929688]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.03300212762134841, 3.3229148237485, -354.272889303579], [-3.3229148237485, 0.03300212762134841, 1416.4045636724065]]",.jpg,5
original/007/007_frame_00026,original/007,original/007_frame_00026.jpg,original,007,real,1,train,26,130,5.2,25.0,5,600,480,1,1,0.998633,323,92,401,192,interpolated,"{'left_eye': [381.21189575195314, 136.61423645019534], 'right_eye': [346.1703796386719, 132.15357971191406], 'nose': [361.83294677734375, 153.86973571777344], 'mouth_left': [373.8768676757812, 170.40704650878905], 'mouth_right': [345.2942810058594, 166.37871093750002]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.050984803694252276, 3.327348041451135, -360.16027543775476], [-3.327348041451135, 0.050984803694252276, 1414.9669889618463]]",.jpg,5
original/007/007_frame_00027,original/007,original/007_frame_00027.jpg,original,007,real,1,train,27,135,5.4,25.0,5,600,480,1,1,0.998633,323,91,401,192,interpolated,"{'left_eye': [381.09169921875, 136.2506896972656], 'right_eye': [346.1507263183594, 131.83126831054688], 'nose': [361.5822448730469, 153.24636840820312], 'mouth_left': [373.510205078125, 170.20271911621094], 'mouth_right': [345.3760070800781, 166.1844543457031]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.06904737640405462, 3.3308894282477026, -365.93420109826957], [-3.3308894282477026, 0.06904737640405462, 1413.2071661859045]]",.jpg,5
original/007/007_frame_00028,original/007,original/007_frame_00028.jpg,original,007,real,1,train,28,140,5.6,25.0,5,600,480,1,1,0.998633,324,91,401,191,interpolated,"{'left_eye': [380.97150268554685, 135.88714294433595], 'right_eye': [346.1310729980469, 131.5089569091797], 'nose': [361.33154296875, 152.6230010986328], 'mouth_left': [373.14354248046874, 169.9983917236328], 'mouth_right': [345.4577331542969, 165.99019775390627]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.08717766073339568, 3.3335336914267253, -371.5905262127692], [-3.3335336914267253, 0.08717766073339568, 1411.1253057894726]]",.jpg,5
original/007/007_frame_00029,original/007,original/007_frame_00029.jpg,original,007,real,1,train,29,145,5.8,25.0,5,600,480,1,1,0.998633,324,90,401,191,interpolated,"{'left_eye': [380.85130615234374, 135.52359619140626], 'right_eye': [346.1114196777344, 131.1866455078125], 'nose': [361.0808410644531, 151.9996337890625], 'mouth_left': [372.7768798828125, 169.7940643310547], 'mouth_right': [345.5394592285156, 165.79594116210936]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.9797073307433468, -3.1614711806403895, 295.7831716101259], [3.1614711806403895, 0.9797073307433468, -1070.4229995297046]]",.jpg,5
original/007/007_frame_00030,original/007,original/007_frame_00030.jpg,original,007,real,1,train,30,150,6.0,25.0,5,600,480,1,1,0.998633,324,90,401,190,detected,"{'left_eye': [380.7311096191406, 135.16004943847656], 'right_eye': [346.0917663574219, 130.8643341064453], 'nose': [360.83013916015625, 151.3762664794922], 'mouth_left': [372.41021728515625, 169.58973693847656], 'mouth_right': [345.6211853027344, 165.6016845703125]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[1.0065379171239088, -3.1618075899309517, 285.17692573586066], [3.1618075899309517, 1.0065379171239088, -1073.538121220185]]",.jpg,5
original/007/007_frame_00031,original/007,original/007_frame_00031.jpg,original,007,real,1,train,31,155,6.2,25.0,5,600,480,1,1,0.998569,324,90,401,190,interpolated,"{'left_eye': [380.83558959960936, 134.38019104003905], 'right_eye': [345.85572509765626, 130.56873474121093], 'nose': [361.2481750488281, 150.90399780273438], 'mouth_left': [373.2355895996094, 169.16752014160159], 'mouth_right': [346.07777709960936, 165.60178833007814]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.9327018764878391, -3.147227380859218, 307.98386562215444], [3.147227380859218, 0.9327018764878391, -1057.8588327429902]]",.jpg,5
original/007/007_frame_00032,original/007,original/007_frame_00032.jpg,original,007,real,1,train,32,160,6.4,25.0,5,600,480,1,1,0.998569,324,90,401,190,interpolated,"{'left_eye': [380.9400695800781, 133.60033264160154], 'right_eye': [345.61968383789065, 130.27313537597655], 'nose': [361.6662109375, 150.43172912597657], 'mouth_left': [374.0609619140625, 168.74530334472655], 'mouth_right': [346.53436889648435, 165.60189208984377]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.8610358992933206, -3.1300283591141875, 329.677395598771], [3.1300283591141875, 0.8610358992933206, -1041.609524104748]]",.jpg,5
original/007/007_frame_00033,original/007,original/007_frame_00033.jpg,original,007,real,1,train,33,165,6.6,25.0,5,600,480,1,1,0.998569,323,89,401,190,interpolated,"{'left_eye': [381.0445495605469, 132.82047424316406], 'right_eye': [345.383642578125, 129.9775360107422], 'nose': [362.08424682617186, 149.95946044921874], 'mouth_left': [374.88633422851564, 168.32308654785157], 'mouth_right': [346.9909606933594, 165.60199584960935]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.2936445804483551, 3.272768288653658, -430.8029419142709], [-3.272768288653658, 0.2936445804483551, 1360.9851798239235]]",.jpg,5
original/007/007_frame_00034,original/007,original/007_frame_00034.jpg,original,007,real,1,train,34,170,6.8,25.0,5,600,480,1,1,0.998569,323,89,401,190,interpolated,"{'left_eye': [381.1490295410156, 132.04061584472655], 'right_eye': [345.14760131835936, 129.68193664550782], 'nose': [362.5022827148438, 149.48719177246093], 'mouth_left': [375.7117065429687, 167.90086975097657], 'mouth_right': [347.4475524902344, 165.602099609375]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.3474618911285811, 3.2481547175850696, -445.4377707730918], [-3.2481547175850696, 0.3474618911285811, 1345.202756959203]]",.jpg,5
original/007/007_frame_00035,original/007,original/007_frame_00035.jpg,original,007,real,1,train,35,175,7.0,25.0,5,600,480,1,1,0.998569,323,89,401,190,detected,"{'left_eye': [381.2535095214844, 131.26075744628906], 'right_eye': [344.91156005859375, 129.38633728027344], 'nose': [362.9203186035156, 149.01492309570312], 'mouth_left': [376.5370788574219, 167.47865295410156], 'mouth_right': [347.9041442871094, 165.60220336914062]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.39974287146245535, 3.2219680590821653, -459.33519704593283], [-3.2219680590821653, 0.39974287146245535, 1329.1049500816594]]",.jpg,5
original/007/007_frame_00036,original/007,original/007_frame_00036.jpg,original,007,real,1,train,36,180,7.2,25.0,5,600,480,1,1,0.998284,324,91,400,191,interpolated,"{'left_eye': [379.9345947265625, 132.21746826171875], 'right_eye': [343.8686767578125, 130.83463134765626], 'nose': [361.12891235351566, 150.37745666503906], 'mouth_left': [375.5917602539063, 168.2525360107422], 'mouth_right': [347.08110961914065, 166.8705017089844]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.6366262196255296, -3.1050399938944215, 406.99766069965403], [3.1050399938944215, 0.6366262196255296, -998.2012077424653]]",.jpg,5
original/007/007_frame_00037,original/007,original/007_frame_00037.jpg,original,007,real,1,train,37,185,7.4,25.0,5,600,480,1,1,0.998284,324,93,399,192,interpolated,"{'left_eye': [378.61567993164067, 133.17417907714844], 'right_eye': [342.8257934570313, 132.28292541503907], 'nose': [359.33750610351564, 151.739990234375], 'mouth_left': [374.64644165039067, 169.0264190673828], 'mouth_right': [346.25807495117186, 168.1388000488281]}",similarity_5pts_then_bbox_crop,1.3,ok,ok,0,0,336,336,336,aligned_bbox_1.3x,224,224,"[224, 224]",336,336,"[336, 336]","[[0.6118591080453459, -3.143125168282146, 426.1512650005199], [3.143125168282146, 0.6118591080453459, -1004.9798987647291]]",.jpg,5
